Peakid	Start	EDM_start	EDM_final	EDM_rate	EDM_halftime	ResStError
peak_126	8048755	0.565878214686912	0.296221946463612	2.60422094836925	NA	0.168129342584022
peak_127	8050270	0.47680244854036	0.0331770948847447	14.5699329881775	11.2316366085446	0.0426529040599997
peak_132	8073680	0.51144962092322	0.222612206647108	9.2647823333767	NA	0.11448535509505
peak_133	8096158	0.534201488238409	0	41502.9661338975	NA	0.119821610900995
peak_137	8131738	0.523040124159888	0.160095468106802	5.89019190445183	7.50961036739671	0.156996993185754
peak_139	8136859	0.503674671997467	0	71.0430130937335	9.68171642535538	0.0965100116280829
peak_141	8139228	0.430992891864947	0.120635095070532	3.63266418609185	4.30583120369413	0.100225353748716
peak_142	8140276	0.52028308770847	0.0366312520459035	6.64410757672122	5.12863871966631	0.0640697679564497
peak_144	8144956	0.507407666935226	0	14.2103867751202	7.46664410019056	0.0834460175230792
peak_145	8162124	0.558065932367373	0.0167824686805677	5.46755555052648	3.96202563671621	0.130545840041668
peak_146	8167595	0.378381239542604	0.175426553972071	2.63865698840256	7.10041872062738	0.0652527460084792
peak_147	8175241	0.477843229323985	0.123968123971145	9.65120121860636	10.8519691553473	0.084532112319927
peak_150	8182661	0.424310723106263	0.0637306722244631	7.56050683236245	6.71098031224285	0.0608717360889654
peak_151	8191975	0.468906243308972	0.159157440095026	4.57277645076307	6.46745549383046	0.192993323596502
peak_152	8206076	0.453358716670901	0.0706824764760052	8.04454263359425	7.21879677354183	0.0799037537471121
peak_156	8230219	0.49000818689458	0.113891971145817	5.79298987775133	6.10491531497358	0.141051740457085
peak_157	8234910	NA	NA	NA	NA	NA
peak_158	8238474	0.739787123070436	0.0932644769533323	13.306477085377	11.2962764057703	0.0508580139517104
peak_159	8251962	0.462385590475667	0.120419946303165	8.73550846303368	9.84691478125064	0.131386368379547
peak_161	8314803	0.635862730297499	0.233268087858773	7.73082469310563	12.0542749524129	0.0962156266152314
peak_164	8732991	0.530617146639543	0	144584.228107859	14.1420317152858	0.142317487038305
peak_165	8864218	0.509001216442221	0.114641169669098	7.34903112633708	7.61819974172517	0.13134390805671
peak_166	8892213	0.479402778122838	0.17435072999837	5.40778728353302	8.33185837071325	0.137964259359545
peak_167	8948519	0.417638833473006	0	29454.1286997769	NA	0.204093710919502
peak_173	9061048	0.776377938890834	0	15.4160966854472	10.1029536194908	0.153235766936222
peak_174	9062620	0.712529066056431	0.434646917297928	16.7439704912554	NA	0.169897371251487
peak_175	9077762	NA	NA	NA	NA	NA
peak_176	9095066	0.520449892246611	0.161207901093731	18.4723809724401	NA	0.181399405755331
peak_178	9142543	0.366174861040932	0.106059177546637	4.35890478403214	5.30458745069791	0.0948082448037319
peak_179	9158812	0.389175689607499	0.146413600661492	0.984154266680528	1.59163075239413	0.0556411705332985
peak_181	9199561	0.397538985945935	0	17.2836618431047	8.30294254544842	0.0747975760615921
peak_185	9272121	0.491986343009428	0.143940220640032	7.44800515293344	9.13753448905184	0.0690764029108445
peak_186	9334839	0.64880992800812	0.546876689829303	0.496630214936821	NA	0.10630476297268
peak_187	9375289	0.388389958985388	0.0287350151323984	18.5848575649874	14.4295775029185	0.0437862262617513
peak_189	9470818	0.35743039752608	0.130811605242349	2.83984786760507	4.4133472349821	0.113341413986975
peak_190	9475045	0.840527538044284	0	136737.045676022	NA	0.208790184614298
peak_191	9479322	0.388861793051823	0.261819117432184	1.49654946226462	NA	0.158338711372303
peak_193	9517459	0.535851003288157	0.302809995810178	3.91722663543691	NA	0.113592723024075
peak_194	9519999	NA	NA	NA	NA	NA
peak_196	9613068	0.300912828801984	0	54975.5045225631	10.7386865510247	0.135254185423984
peak_198	9662226	0.491223555653988	0.153214092956882	4.32413761931795	5.60828527984984	0.0781953946212156
peak_199	9747318	0.52352825013156	0.104584441079673	1.63817197470857	1.60597725731558	0.144930615419679
peak_202	10117097	0.445198387889718	0	20756.8024669297	10.9738488721459	0.144022660187424
peak_203	10216003	0.468478018339265	0	303.681974341306	14.9792290275576	0.0513143421632111
peak_206	10484770	0.457568353270374	0	14.6102021419457	7.90206367334683	0.0874988526129619
peak_208	10535592	0.445671233782867	0.0241300569427811	11.3895136244119	8.56597726392846	0.118652277489164
peak_210	10714535	0.557023883929916	0	20.471422866858	12.6231699722611	0.173970581771147
peak_216	11090617	0.428271316197311	0	43672.9790192846	9.99841174275618	0.179841183062556
peak_221	11550279	0.538181184131545	0.250993831682153	1.18890912861214	3.28662260751715	0.0918145773653683
peak_224	11664339	0.590129325573395	0.221138553724948	1.29242097914658	2.07783240312654	0.137476742513559
peak_225	11734710	0.62332111092263	0.184808229432646	5.4301540862623	6.73537614080651	0.132640870681267
peak_226	11745987	0.581858062084188	0.210053818396252	5.47059633285311	8.34517646721035	0.127291929887429
peak_227	11802864	0.444444929034392	0.262124096935567	0.653261910366321	NA	0.0857498611978073
peak_228	11807081	0.436703578111178	0	58697.7404643803	NA	0.146450084181531
peak_232	11956893	0.646498668472418	0	31120.7761320741	NA	0.108558394742722
peak_233	11998339	0.506476134143033	0	32.0043604276914	14.1974943181656	0.0981869729365416
peak_235	12004915	0.478998574220193	0.236590121459368	5.65085915113707	NA	0.0486189401472601
peak_238	12014633	0.447959497708399	0.151569283705875	14.6518671059942	NA	0.126784827995787
peak_240	12031844	0.548139427524036	0.30041992996307	3.32986940848364	NA	0.117641448455615
peak_243	12047472	0.55695324886111	0.403090033847186	0.622390160506886	NA	0.119236096903213
peak_244	12066306	NA	NA	NA	NA	NA
peak_246	12076698	0.509885271326311	0	51016.9110315374	NA	0.155416215310457
peak_247	12078423	0.537230762584655	0.442187794560919	4.8339622591059	NA	0.080509414655477
peak_249	12086930	0.520636511267787	0	1394.02422694357	NA	0.079553741122554
peak_255	12133285	0.505649880527017	0	142334.419554553	NA	0.213667719577986
peak_256	12134341	0.551745495953868	0	59.6048978888378	NA	0.188661208644922
peak_260	12139859	0.426387067016719	0	51315.9601471083	NA	0.102994593027611
peak_261	12146253	0.327493413658885	0	66766.1693529125	13.6080031198935	0.137142871629253
peak_263	12152579	0.504770311229322	0	80820.2674695846	NA	0.0655532539540916
peak_264	12155503	0.409885258435907	0	121502.892318018	NA	0.18368521443878
peak_265	12157418	0.537811102000938	0	49.3008573369599	13.6555568165493	0.138144908937496
peak_266	12159707	0.505580175304795	0	23.002730793365	11.5604036204023	0.0937135262262217
peak_267	12224932	0.461822102300315	0.12160771506821	3.49995325311256	3.97401860543438	0.128985855459007
peak_269	12251853	0.416993065651434	0.117870304784018	6.21711899574862	7.42392643037081	0.0755547885129608
peak_270	12284828	0.435551776944319	0.105976842467966	6.15597478736296	6.65522877002087	0.136103957043301
peak_271	12285915	0.527388878778671	0.232968024120024	5.44206644213432	12.2984579557128	0.0921017759617356
peak_272	12287523	0.503381014488733	0.239470700802028	2.83583307425377	8.71324234462692	0.139342648236243
peak_275	12299399	0.813941556422492	0	63368.0520963423	NA	0.19144764350095
peak_279	12348215	0.526269832033334	0	32.769236047016	15.2653090611251	0.130381130535575
peak_283	12531086	0.503734506410211	0.0965540571463376	4.00316018965849	3.85829684518991	0.149712355712943
peak_284	12540970	0.449534874174446	0	42518.7039647438	16.8349689977932	0.18615116594749
peak_285	12587301	0.526097864784488	0.146207809989889	8.06872004433984	9.51355990321636	0.0532097154063641
peak_287	12610536	0.384401898274248	0.0929888584811315	1.94125917551001	2.09167133956941	0.0732142732144737
peak_288	12651745	0.568535559303898	0.157994968209716	2.52117789152819	2.97254454482135	0.0806757135615396
peak_289	12672923	0.486836106952751	0	119759.990454078	16.3460416709209	0.078534864335812
peak_291	12759033	NA	NA	NA	NA	NA
peak_292	12761329	0.522391121501115	0.0387220824229089	12.3316595092599	9.57668012383141	0.0829742102414796
peak_293	12766880	0.358951262034225	0	188198.201273118	12.714694124966	0.148943771614051
peak_295	12822526	0.588552432508731	0	23.3904406547229	8.26692728049797	0.109390964345671
peak_296	12834745	0.592226547372669	0.214343462968134	2.25156505807002	3.4464182492396	0.10114886335358
peak_297	12839705	0.428036079054229	0	97.1411000613618	12.4390649526628	0.10474219192574
peak_298	12857959	0.533952516916342	0.246801009828345	1.01215319355137	2.68782689290971	0.115286771662585
peak_299	12860088	0.421965796235997	0.0673951574415118	7.25120809011023	6.554811547235	0.0898692390495814
peak_300	12873346	0.480106345760572	0	18.7131883146539	7.80185464999854	0.0935730245090593
peak_303	12916601	0.408167412378964	0.195359005970996	1.25130175355099	3.9969507955232	0.0888645014879016
peak_305	12924798	0.404993308021741	0.0869402556583931	4.54240676345685	4.59900284413764	0.132004584673619
peak_306	12926871	0.487024128278835	0.165923571761958	1.41603895859777	2.01124999469226	0.134610773177729
peak_307	12927901	0.547071181081784	0.0710206906584813	7.57708255501672	6.47621169649262	0.135957113245572
peak_308	12936314	0.445460857309171	0.321943150261765	0.917996483814639	NA	0.167332747471277
peak_309	12942394	0.302768168101779	0.131758652809007	2.39726984791407	5.18983262273679	0.11639130337689
peak_315	13013876	0.439380385660544	0.225250574226586	5.01467463173309	NA	0.115317922742614
peak_319	13046568	0.339498694947368	0.164269460715154	3.84544645496666	13.3245126912521	0.0649694723275505
peak_320	13066441	NA	NA	NA	NA	NA
peak_321	13070378	0.413648495606316	0.0988702347446595	8.70313407176319	9.31377316202272	0.0391305060854834
peak_322	13078683	0.542500446435143	0.289729471374343	1.57369742929979	NA	0.102503624540162
peak_323	13085383	0.590321123073165	0.0578305351588483	4.1163012799419	3.32643877147756	0.172130696290083
peak_326	13199621	0.392980647772166	0.0891348197979975	1.07072324656607	1.1139533042307	0.20725846358531
peak_328	13206267	0.522133201286648	0.19787510391729	4.2941936906271	7.02259574569757	0.0499230979238671
peak_330	13214232	0.334425644296203	0	94541.5362253631	NA	0.170714414419672
peak_331	13225024	NA	NA	NA	NA	NA
peak_332	13230055	0.506716296733311	0.0597790686651397	8.4319290535849	7.05526524674389	0.0509588008838999
peak_334	13240712	0.437100277688686	0	13.7813951895485	7.88029470121756	0.0908840820766682
peak_335	13242343	0.41636129767549	0.131505670179847	3.46939855612957	4.55326312457618	0.0403472073007973
peak_337	13280008	0.461644097832059	0.397308058888265	3.07790976110636	NA	0.0546865682661953
peak_341	13293742	0.514814665959869	0	20.0664484043524	12.9020014408872	0.0627463194662514
peak_342	13344542	0.388746989725275	0.0492771201137357	9.54460848043425	8.11279330675238	0.102256765780478
peak_343	13345626	0.496963608472819	0.164615929010528	3.41455360307242	4.70171345745984	0.0480268526069348
peak_344	13386326	0.504110727036794	0.202998740462174	0.800858009743268	1.45316249708005	0.163132054223718
peak_345	13416093	0.518354448293891	0.161343625286177	9.92065991592641	12.842274749139	0.0682208521570409
peak_347	13461172	0.414921289298777	0.0930206935734424	7.63407397468145	7.89510241765661	0.105615409160119
peak_349	13757456	0.498826022242582	0.0662597394728111	3.05546275137661	2.62590201805267	0.130486226351463
peak_351	13845481	0.538563054710747	0.135149970529772	4.115892788272	4.53217407812532	0.0822458552130667
peak_352	13858735	0.479934162543659	0.0356792480395901	4.60776043848719	3.57962432190089	0.0813498248713698
peak_359	14585091	0.402889402079516	0	23.2284233696707	7.81529670330119	0.0983757462636507
peak_360	14632334	0.602955706031671	0.166157535317659	1.46772947187804	1.71992435577836	0.0962307022213893
peak_365	15322357	0.482193975702432	0.0465793000808257	6.47992354077666	5.22434104227528	0.111275732927313
peak_370	15631767	0.431852751492861	0	12.8391094945893	7.4690903975589	0.132306033839969
peak_372	15846317	0.496115680802463	0.172859752676218	6.46420041227961	9.42686340561428	0.136124441627643
peak_380	16617974	0.42476947469608	0	20.7853903398437	8.10738841157962	0.0350543227980998
peak_381	16894485	0.506981166838745	0	8.35349151655008	5.61894265423842	0.0750325929257969
peak_385	17319153	0.555776249543722	0.0740942837546437	2.92108618850509	2.51264582235383	0.0929993675931632
peak_388	17473088	0.575154044781419	0.210165718780956	3.25816410238275	5.05254115322457	0.0908338521055023
peak_389	17521064	0.43016794818219	0.0585442877337313	9.6884108845961	8.3763298599601	0.0960424421200996
peak_392	17571361	0.488597236198075	0	72832.0535270094	12.4458607868835	0.0876491446778154
peak_393	17721754	0.438628097115043	0	47790.1877472834	NA	0.100695609803045
peak_394	17725284	0.607791995923316	0.445646621722618	2.47375667872436	NA	0.107622223725135
peak_395	17746514	0.617583495466993	0.352924510754718	3.9041327452081	NA	0.200864220174609
peak_396	17751110	0.532741933303845	0.381689941623686	2.16797981388386	NA	0.0644721689298477
peak_402	17818353	0.498983290390925	0	77127.268442814	NA	0.145029548286431
peak_406	18048725	0.747320022581448	0	57732.0020666597	NA	0.17468108925842
peak_408	18161559	0.473550778305882	0.310388572452209	6.55332404952761	NA	0.0554785137371492
peak_410	18180459	0.588719256707918	0	32065.7139983787	NA	0.185413883320101
peak_413	18258338	0.453526096574375	0.00980616840474453	15.6607737441107	11.2052044864805	0.0721895139696564
peak_418	18384249	0.4370110634909	0	153131.947149941	16.9413462595979	0.163841635894193
peak_419	18402372	0.659459581788608	0.547829688468733	5.91047908307609	NA	0.0859197191022044
peak_424	18727759	0.302235719422325	0.103970773927033	4.8086244599309	6.90678140394557	0.0735431202603349
peak_425	18775236	0.305042766144375	0	3371.67740237127	12.6395909095745	0.0793700178789523
peak_429	18825018	0.514078964151949	0.318671038760085	3.14863714065814	NA	0.134562105718067
peak_432	18878589	0.407012481902632	0.156289048804376	4.61106188887874	7.69859390772507	0.103513698712023
peak_434	19237038	0.427276403389065	0.0321484819878913	8.23677700389521	6.40829942972049	0.0420860396885218
peak_435	19341348	0.580620732156514	0.030682539337469	29.5907776003189	NA	0.0775751572001978
peak_440	19906465	0.549650684067861	0.180681145153176	0.558259423045222	0.76251899493006	0.195027396012502
peak_441	19943134	0.409025258211818	0.0609545353145646	5.42103891566691	4.80122929816557	0.10544656761428
peak_442	20059124	0.539303164795209	0.155239922556268	4.84973039228859	5.87304405296084	0.0531485807657698
peak_444	20291234	0.454568416877621	0.0294191813828576	8.02518042402094	6.13810043992594	0.085802820078013
peak_446	20355979	0.622963106593503	0	12.1181611493073	7.35760173330628	0.08666163218817
peak_447	20357565	0.529794224644239	0.0748038961189498	3.8211258866852	3.33493193995587	0.103404758039185
peak_448	20363981	0.467994649861403	0.0437650989120143	7.52163383619801	6.03256947526282	0.052216593046248
peak_451	20419579	0.491805081197975	0.0592787428760646	6.31852948756376	5.31102990635675	0.155596959024397
peak_452	20424895	0.425127162870456	0	12.8009372150003	8.48982785588603	0.156205060784352
peak_455	20547982	0.302808108639415	0.0489093455966857	4.90839618492011	4.45252614956856	0.119822220022935
peak_456	20587905	0.519972309463464	0.207954206573266	2.14420189177107	3.84070148430434	0.11233513600637
peak_457	20616823	0.453001692789599	0	35630.8240742895	12.676706601959	0.0987326579354292
peak_458	20657974	0.491536554601907	0	63592.8759959429	13.607007748207	0.122704338707729
peak_459	20662245	0.578367971547596	0.236823365497106	4.63066327665505	8.68399166855521	0.12744737936697
peak_460	20687283	0.430755961227049	0.0711489728058648	19.3522483926578	NA	0.114556793694146
peak_464	20770940	0.563812515029743	0.0462798920172867	11.0514682178982	8.69557379460923	0.0893269647689874
peak_466	20792013	0.525465454478572	0.180691700517191	4.96269140248766	7.12478204564458	0.10146846283184
peak_467	20794212	0.392019709867918	0	30.46112709313	10.3734564048892	0.0867961312069876
peak_469	20819172	0.534354806379623	0	11.5678149928194	7.43738614777643	0.0854655521072303
peak_472	20847990	0.540374886781941	0	27.5314449129686	8.92369820728989	0.0868441203303153
peak_473	20861503	0.393063746716507	0	84890.1726593089	12.1695566226039	0.126917124977205
peak_474	20862119	0.481832194252604	0	17707.7442142973	10.5411230805448	0.121461720173188
peak_475	20869786	0.532289514945928	0.116644662343653	3.26676151131211	3.34037519470976	0.100621617106749
peak_476	20872895	0.576142771360108	0.140111961211292	6.32638099409934	6.83739333803848	0.151464753260093
peak_478	20909990	0.537811132930888	0.158807185398831	3.59751282181734	4.44714563183794	0.0858606328359983
peak_480	20934369	0.521094662153074	0.148463431690257	2.55458243212527	3.06892609474007	0.149950779074286
peak_482	20946167	0.421055780858096	0.106514658529682	8.90496723525436	9.85420736828926	0.213929165224653
peak_483	20950131	0.432839319821301	0.0845094306994821	3.43376847349128	3.33428663296225	0.105874682319851
peak_484	20961351	0.402158652249726	0	24.7333264510498	9.79323678598748	0.0783585586395883
peak_485	21061467	0.530604471970537	0.121499028168625	1.45168759402047	1.51777883510666	0.0770291926633779
peak_486	21088795	0.402063755883092	0.0806273833236054	3.03516713346885	2.98036037128442	0.0930790957477923
peak_487	21139356	0.656252064522071	0.48025850071565	1.73319642756256	NA	0.177384073080677
peak_489	21296891	0.539933650537391	0.256834876545095	0.32097026127132	0.985618712916676	0.117907608881073
peak_492	21334368	0.497899818938703	0.0354662326263419	5.59580168123443	4.32523335956903	0.0964388768895738
peak_493	21341653	0.293429037747227	0.0930163285153983	0.802071013926434	1.05632711201422	0.0849311886863728
peak_494	21344208	0.397328532313829	0.127381885876576	0.619167071211113	0.82446749048801	0.132545366204311
peak_495	21360825	0.409788360902609	0.0692976923547911	5.55916754192105	5.11834914834494	0.0748783356725827
peak_497	21425905	0.494916340049388	0.226654890088904	3.21209660466845	8.21285370385687	0.153308055087977
peak_503	21701616	0.471194895665787	0.137385499547782	3.43284342416301	4.19988578180597	0.134486562875457
peak_508	21900588	0.685801942906087	0.172565041629098	2.25759738147626	2.49005087200445	0.0857295693816657
peak_513	22089116	0.572072027448133	0.0538141293629731	4.84027174079367	3.8856717914238	0.122028942425316
peak_514	22099397	0.463606162802307	0	58858.6396382335	12.0696883298177	0.153627938720774
peak_516	22154326	0.409468336499329	0.138047565702792	5.09525761657831	7.15204092285065	0.109230873320772
peak_519	22453339	0.27324586872562	0	16.7085575118958	10.3318042432178	0.130539983624404
peak_524	22848782	0.434415313223245	0.0692366296106258	3.45226875789394	3.11867701808762	0.0594436667093444
peak_526	23095942	0.480268536703079	0	64979.21782146	10.6322163524687	0.134309093480642
peak_527	23296105	0.409069109553325	0.10338616585325	3.38841556386449	3.74745138987254	0.123471712871412
peak_528	23318756	0.561020588760939	0.0798606844160904	7.91937757676188	6.92660047156407	0.0988540463176415
peak_530	23360181	0.537059860091362	0.204489478664944	0.385652789552145	0.635299945339928	0.155963386230386
peak_534	23534807	0.423070844948029	0	60837.5361412058	NA	0.167926977647121
peak_587	31158473	NA	NA	NA	NA	NA
peak_588	31171436	NA	NA	NA	NA	NA
peak_602	33386902	0.303723822364844	0.0937944802250543	1.29313150895829	1.66188873954034	0.107039462772143
peak_609	34337509	NA	NA	NA	NA	NA
peak_617	35803568	0.58489897690913	0	75005.3045656355	NA	0.146698758757062
peak_624	36025564	0.699099003988863	0	42903.3530268968	NA	0.198532344737431
peak_633	36597572	0.528554534351364	0.0092231479087905	5.2897653196355	3.76137456183809	0.0754807360597334
peak_641	36763526	0.38639508568164	0.0460836600238986	7.67232236354257	6.43442503873471	0.139038019752502
peak_646	36794597	0.535831627174456	0	916.036927068651	12.1515030637685	0.10994627024001
peak_652	36816402	0.786781300122522	0.712158533117536	16.0501333970047	NA	0.150177258003645
peak_675	37126628	0.470611918412033	0	73449.3447497907	NA	0.117826380005334
peak_683	37217608	0.430097959701817	0.191255526531583	5.76471662200087	13.2957054470107	0.156083037417319
peak_686	37633617	0.677791137817445	0.473514491922242	2.35642477697808	NA	0.108515627970514
peak_689	37806750	0.48042071607699	0.147401290136013	2.15924588853267	2.75877449049993	0.12665428925122
peak_700	38179924	NA	NA	NA	NA	NA
peak_703	38189433	0.662699167396611	0.155117628329154	1.08109928290998	1.1436476987645	0.203992025154413
peak_704	38249585	0.373379494954624	0.0827534061909956	5.16161644491913	5.30747811964366	0.0890861456598521
peak_710	38455885	0.483826173702264	0.0865329457631211	6.56250327473604	6.16087794259311	0.107753908104233
peak_711	38473221	0.559293135930996	0.0795459467634247	7.3337436022498	6.41291090753047	0.058694006721367
peak_733	39205423	0.407747929841261	0.188455595636985	1.34285861846704	3.56508295246058	0.0930076062949953
peak_737	39721018	0.610947198605203	0.153186977028215	2.3927647595103	2.63343165980039	0.184014303011059
peak_739	39899744	NA	NA	NA	NA	NA
peak_774	42067655	0.379271991022037	0.0160500618190167	7.69303401233725	5.68008435544317	0.087037217786894
peak_776	42148658	0.390951019278001	0	21.6976110165861	8.85433577915067	0.124531587118876
peak_777	42151860	0.500885139333854	0.0524469502523293	3.3954708296347	2.77588551139423	0.095766133530238
peak_800	44008088	0.580246092906073	0.279970165951798	1.28541168290801	4.35361783685187	0.204962158582238
peak_813	46669642	0.339600821135719	0.109662374318969	1.92607903810326	2.58319774117533	0.123863139432169
peak_826	47949637	0.554122273430102	0.0679584900670675	0.97575720695179	0.823266169471667	0.0825204245818151
peak_827	47970523	0.481326021013766	0.117437057429019	1.34101210932283	1.45208692066328	0.0754809257775044
peak_828	47992761	0.412330242482518	0	22.8620987201368	10.3893306114167	0.19495764988318
peak_829	48016742	0.371463358747953	0.164053477228542	0.255770758343909	0.577630044450568	0.0763510015426932
peak_830	48019354	0.505792525471352	0.203780465969328	1.0894894353635	1.97882466925209	0.114829361071458
peak_831	48034036	0.489863635945985	0.0943963707215131	3.51000152865057	3.39020317344708	0.0867822247870911
peak_833	48062768	0.454030013372813	0.110258067988289	0.943377843690831	1.01873879140502	0.105823201904892
peak_834	48064091	0.580738279937735	0.177893598540933	1.21878589219273	1.55494568041701	0.138973533446768
peak_836	48071795	0.493362890097988	0.0811372120707264	1.41970307861015	1.29524130684787	0.0823928665566041
peak_839	48124603	0.434457392285744	0	29.5556603878016	12.9047183860726	0.127869436880858
peak_844	48143449	0.408861097300626	0.050702353574138	3.60627938458644	3.05015587144609	0.154742546253543
peak_847	48184744	0.394534579034864	0.127181524643555	11.6569125117843	15.6068617629097	0.167471415934436
peak_851	48207934	0.476288730239944	0.342139505900595	0.398346419945114	NA	0.0949152447520184
peak_852	48222737	0.399279576404978	0	10.2684780003967	7.03681517149458	0.0994420502767397
peak_853	48234189	0.525615885973274	0.0206180510459175	8.0834529876554	5.93998029842609	0.140890728121987
peak_854	48255962	0.519705619976697	0.322558415678422	3.94403065588039	NA	0.0622308100318404
peak_855	48278018	0.406079167207565	0	36954.3859326054	NA	0.17809749297217
peak_856	48284405	0.553065814716534	0.236137929754781	2.24907223298975	4.63301861826496	0.0673294234881749
